text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
"Hey lol no I'm no lawyer. Didn't think I needed to be. It's simple did you enter through legal means yes then you're fine. Did you enter through illegal means no, then leave. Not sure why it has to be so difficult. Don't get me wrong they are humans but that's not the argument. Are they admissible to the terms set out by the US government to be american citizens and enjoy the rights that american citizens are awarded. It is that black and white.  I'm not a legal UScitizens hence I don't get US rights. US citizens are not Canadian thus they have no Canadian rights. It's not a discussion of basic human rights here. It's simple citizenship rights and nothing more.  And yes I think  the world would run itself vastly more efficiently with black and white terms instead of lawyer double speak.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"So many bureaucrats, so few results...great opening statement but the finger is pointing at the wrong person(s).  A statement from a respected golf instructor, ""If you keep doing what you've been doing you keep getting what you get.""  VOTE people, vote!  Historically, Hawaii is ALWAYS dead last in voter turnout.  Therefore, the same politician(s) keep getting in continuing this trend.  Politicians are not beholden to the people because they fear not the voter only the special interest groups that largely fund their campaigns. So, lets change what we've been doing to get a different result...please Hawaii go vote and make your voice heard, force these politicians to change their allegiance to their rightful employers; WE THE PEOPLE.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Sunny Ways may have worked with some Canadian voters, it won't work with Trump. Trump isn't that gullible.",0,"7

Where 0 is clearly non",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Seriously, why the 'race' issue?

Individuals judge individuals, not based upon there pigment, culture, orientation, etc., but as individuals.

Enough, already, no?

I am so sick of this.

We are all of us the same thing, and that is human beings.

That is our race.

We all of us seek the same things.

Safety for us, and our families.

I see, and interact, with the individual, no matter their own pigment or culture, as equal unto mine own self.

Why can not every other individual do that?

One only lessens themselves through their own actions, and that has NOTHING to do within their own pigment or culture, but through their own individual actions.

Bad is bad, and good is good no matter the pigment or culture.

As an individual, this is true.

But.

Our Government, our media, and our powers that be, separate us so as to gain control over us.

I, for one, disparage said control, and refuse it, for I do not adhere unto the divisiveness that they promote, and never shall.

All ism's suck.",1,"5

Feedback:::
Total rating:",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The Québéckocentrics in Ottawa miscalculated: Who will join Jack Layton, Jim Flaherty, Rob Ford and Jim Prentice in the dustbin of history? Wall Street hipsters speak another lingo: There’s no free ride because in the end somebody always pays. The organ–grinder of the world thus cranks a heady tune: When the bloody cacophony ends this time around, who will be caught without a sofa–chair? The wheels of history are greased with magic sauce ...",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I believe in Karma and reincarnation because this is a subjective Universe. Be good.,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Trump is doing the right thing while the nasty MSM liberals take hissy fits.,1,"7

In this example, the comment",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I seem to recall that there was a lie during the campaign that Clinton and Obama founded ISIS.  So why make another silly, false comment?",1,"8

This comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Come on people, we must have someone to remove
this lying sack of snake shlt. There has to be a way to
take the liebrals out of power before this bas--rd 
destroys Canada.  There has to be some way to
charge this turd with treason, maybe the whole
damm liebral party. And you know what happens
to a treasonist. Heck I'd pay 10,000.00 to have a 
front row seat for the execution of that sentence.",1,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
you must be on meth...wow what a load of bullshit,1,"5

The comment contains several instances of",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Notice how many new posters we have here, all with a first name last name handle?  Odd that.  All seem to be pro-Trump, pseudo-trad.",0,"4

Comment: I'm so glad",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"no its not worrisome , they are doing things for the issue , just not letting the world tax them into less competitiveness which is what that document was all about,, relax alarmist, the sky is not falling just cause trump wont go along with the globalization agenda",0,"4

Comment: I'm so frustrated",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
""" .... given that I had no political agenda ... "" Please. Don't treat your readers like idiots. Anyone who has seen the paper in or been on line in the last three years knows better.",1,"7

The comment is highly toxic due",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Nah, Guy, people want some children to be stomped to death by moose in Anchorage before they do anything about it. Don't you know that rule...wait until something terrible happens before taking action.",0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
All of your hateful rubbish is opinion. Stating that is fact does not make it so.,1,"7

The user has expressed a clear",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Pretty stupid, aren't you? No need to answer, it's pretty evident.",1,"7

The user's comment is highly",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
She should join Tabatha and Leah and start a youtube channel.,0,"8

This comment is highly toxic as",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"No Dumb*ss, many people do it. It's a statement instead of having to reply to idiots over and over again.",1,"6

In this example, the comment",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""(a few appointments have me concerned)""  

The former head of the DIA Lt. General  he wants for an intel advisor (along with his idiot son) is the main one that I'm concerned about.",1,"4

The former head of the D",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
and right on cue...outsider shows up to proclaim his love for sexual predators,1,"8

Note: The comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Because the bill wasn't crappy enough already...,0,"5

The comment contains several instances of",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"What services Andrew?  I've never heard of any services available to Hawaiians.  And when did your ""government"" ever ask Hawaiians what kind of government we wanted and hold elections so we could vote on who we wanted to be in charge?  And why do want to give away anything Hawaiians have to non-Hawaiians who are ""naturalized""?",0,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Another gem from the revival of real journalism beyond the news headlines by ADN.,0,"8

Note: The comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Trudeau's tweeting support for anti-Trump rallies won't go un-noticed by the White House. 

Trudeau doesn't seem to understand that as PM of Canada, he's supposed to represent the nation and try get along with our most important ally.

Instead he tweets support for anti-Trump rallies, as if he were only leader of the Liberal Party.

Our PM is not very smart. God help us.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Feminism is a hateful ideology and I am just tired of reading this sort of story.  I have a trial subscription the the Globe and Mail and I will be canceling it.,1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Until recently, I had never heard the man's name.  But in hearing what he accomplished, I am impressed.  Of course, the petty will ignore everything except the harassment scandal as it is the American way to judge people by their worst moments rather than their best.  We have lost a man of talent.",0,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I find it non-credible that a majority of Canadians has any opinion on this.,0,"4

Comment: I find it non",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"All those words and in the end your solution is the same as my solution. If you don't like it, don't watch it. Simple as that.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
