row_index,example_index,worker_id,aspect,original,simplification,human_rating
643,56,14,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,11.0
644,56,19,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,91.0
645,56,25,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,0.0
646,56,8,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,99.0
647,56,14,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
648,56,6,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,0.0
649,56,6,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,0.0
650,56,6,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
651,56,8,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,26.0
652,56,25,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,0.0
653,56,2,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,65.0
654,56,2,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,89.0
655,56,28,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
656,56,25,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,0.0
657,56,2,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,91.0
658,56,13,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,45.0
659,56,5,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,88.0
